method,day_index,slot,raw_action,shielded_action,mapped_servers
dtaci_dqn,1064,91,19,114,120
dtaci_dqn,1064,92,3,25,120
dtaci_dqn,1064,93,3,25,120
dtaci_dqn,1064,94,3,25,120
dtaci_dqn,1064,95,3,25,120
dtaci_dqn,1065,0,0,8,33
dtaci_dqn,1065,1,11,70,58
dtaci_dqn,1065,2,11,70,83
dtaci_dqn,1065,3,11,70,108
dtaci_dqn,1065,4,11,70,120
dtaci_dqn,1065,5,8,53,120
dtaci_dqn,1065,6,8,53,120
dtaci_dqn,1065,7,8,53,120
dtaci_dqn,1065,8,7,47,120
dtaci_dqn,1065,9,11,70,120
dtaci_dqn,1065,10,11,70,120
dtaci_dqn,1065,11,11,70,120
dtaci_dqn,1065,12,11,70,120
dtaci_dqn,1065,13,11,70,120
dtaci_dqn,1065,14,8,53,120
dtaci_dqn,1065,15,8,53,120
dtaci_dqn,1065,16,8,53,120
dtaci_dqn,1065,17,8,53,120
dtaci_dqn,1065,18,8,53,120
dtaci_dqn,1065,19,8,53,120
dtaci_dqn,1065,20,11,70,120
dtaci_dqn,1065,21,8,53,120
dtaci_dqn,1065,22,11,70,120
dtaci_dqn,1065,23,11,70,120
dtaci_dqn,1065,24,1,14,95
dtaci_dqn,1065,25,1,14,86
dtaci_dqn,1065,26,0,12,75
dtaci_dqn,1065,27,0,12,75
dtaci_dqn,1065,28,0,12,75
dtaci_dqn,1065,29,0,12,75
dtaci_dqn,1065,30,0,12,75
dtaci_dqn,1065,31,0,14,86
dtaci_dqn,1065,32,0,15,92
dtaci_dqn,1065,33,0,14,86
dtaci_dqn,1065,34,0,13,81
dtaci_dqn,1065,35,0,14,86
dtaci_dqn,1065,36,0,14,86
dtaci_dqn,1065,37,0,13,81
dtaci_dqn,1065,38,0,14,86
dtaci_dqn,1065,39,1,14,86
dtaci_dqn,1065,40,8,53,111
dtaci_dqn,1065,41,8,53,120
dtaci_dqn,1065,42,7,47,120
dtaci_dqn,1065,43,7,47,120
dtaci_dqn,1065,44,7,47,120
dtaci_dqn,1065,45,7,47,120
dtaci_dqn,1065,46,1,24,120
dtaci_dqn,1065,47,8,53,120
dtaci_dqn,1065,48,8,53,120
dtaci_dqn,1065,49,8,53,120
dtaci_dqn,1065,50,8,53,120
dtaci_dqn,1065,51,8,53,120
dtaci_dqn,1065,52,8,53,120
dtaci_dqn,1065,53,8,53,120
dtaci_dqn,1065,54,8,53,120
dtaci_dqn,1065,55,8,53,120
dtaci_dqn,1065,56,8,53,120
dtaci_dqn,1065,57,8,53,120
dtaci_dqn,1065,58,8,53,120
dtaci_dqn,1065,59,8,53,120
dtaci_dqn,1065,60,8,53,120
dtaci_dqn,1065,61,8,53,120
dtaci_dqn,1065,62,19,114,120
dtaci_dqn,1065,63,19,114,120
dtaci_dqn,1065,64,8,53,120
dtaci_dqn,1065,65,8,53,120
dtaci_dqn,1065,66,8,53,120
dtaci_dqn,1065,67,8,53,120
dtaci_dqn,1065,68,8,53,120
dtaci_dqn,1065,69,8,53,120
dtaci_dqn,1065,70,19,114,120
dtaci_dqn,1065,71,19,114,120
dtaci_dqn,1065,72,19,114,120
dtaci_dqn,1065,73,19,114,120
dtaci_dqn,1065,74,19,114,120
dtaci_dqn,1065,75,19,114,120
dtaci_dqn,1065,76,0,22,120
dtaci_dqn,1065,77,0,21,120
dtaci_dqn,1065,78,0,20,120
dtaci_dqn,1065,79,0,19,114
dtaci_dqn,1065,80,0,19,114
dtaci_dqn,1065,81,0,18,109
dtaci_dqn,1065,82,0,19,114
dtaci_dqn,1065,83,0,20,120
dtaci_dqn,1065,84,3,25,120
dtaci_dqn,1065,85,3,25,120
dtaci_dqn,1065,86,3,25,120
dtaci_dqn,1065,87,16,98,120
dtaci_dqn,1065,88,3,25,120
dtaci_dqn,1065,89,19,114,120
dtaci_dqn,1065,90,19,114,120
dtaci_dqn,1065,91,3,25,120
dtaci_dqn,1065,92,3,25,120
dtaci_dqn,1065,93,3,25,120
dtaci_dqn,1065,94,3,25,120
dtaci_dqn,1065,95,3,25,120
dtaci_dqn,1066,0,0,8,33
dtaci_dqn,1066,1,11,70,58
dtaci_dqn,1066,2,7,47,83
dtaci_dqn,1066,3,7,47,108
dtaci_dqn,1066,4,7,47,120
dtaci_dqn,1066,5,2,19,114
dtaci_dqn,1066,6,7,47,120
dtaci_dqn,1066,7,11,70,120
dtaci_dqn,1066,8,11,70,120
dtaci_dqn,1066,9,11,70,120
dtaci_dqn,1066,10,11,70,120
dtaci_dqn,1066,11,11,70,120
dtaci_dqn,1066,12,11,70,120
dtaci_dqn,1066,13,11,70,120
dtaci_dqn,1066,14,8,53,120
dtaci_dqn,1066,15,8,53,120
dtaci_dqn,1066,16,8,53,120
dtaci_dqn,1066,17,8,53,120
dtaci_dqn,1066,18,8,53,120
dtaci_dqn,1066,19,8,53,120
dtaci_dqn,1066,20,8,53,120
dtaci_dqn,1066,21,8,53,120
dtaci_dqn,1066,22,8,53,120
dtaci_dqn,1066,23,1,14,95
dtaci_dqn,1066,24,1,14,86
dtaci_dqn,1066,25,0,10,64
dtaci_dqn,1066,26,0,10,64
dtaci_dqn,1066,27,0,9,58
dtaci_dqn,1066,28,0,9,58
dtaci_dqn,1066,29,0,9,58
dtaci_dqn,1066,30,0,9,58
dtaci_dqn,1066,31,0,9,58
dtaci_dqn,1066,32,0,10,64
dtaci_dqn,1066,33,0,10,64
dtaci_dqn,1066,34,0,11,70
dtaci_dqn,1066,35,0,12,75
dtaci_dqn,1066,36,0,12,75
dtaci_dqn,1066,37,0,12,75
dtaci_dqn,1066,38,0,13,81
dtaci_dqn,1066,39,0,14,86
dtaci_dqn,1066,40,8,53,111
dtaci_dqn,1066,41,8,53,120
dtaci_dqn,1066,42,8,53,120
dtaci_dqn,1066,43,7,47,120
dtaci_dqn,1066,44,7,47,120
dtaci_dqn,1066,45,7,47,120
dtaci_dqn,1066,46,7,47,120
dtaci_dqn,1066,47,8,53,120
dtaci_dqn,1066,48,7,47,120
dtaci_dqn,1066,49,8,53,120
dtaci_dqn,1066,50,8,53,120
dtaci_dqn,1066,51,8,53,120
dtaci_dqn,1066,52,8,53,120
dtaci_dqn,1066,53,8,53,120
dtaci_dqn,1066,54,8,53,120
dtaci_dqn,1066,55,8,53,120
dtaci_dqn,1066,56,8,53,120
dtaci_dqn,1066,57,8,53,120
dtaci_dqn,1066,58,8,53,120
dtaci_dqn,1066,59,8,53,120
dtaci_dqn,1066,60,8,53,120
dtaci_dqn,1066,61,8,53,120
dtaci_dqn,1066,62,19,114,120
dtaci_dqn,1066,63,19,114,120
dtaci_dqn,1066,64,3,25,120
dtaci_dqn,1066,65,8,53,120
dtaci_dqn,1066,66,8,53,120
dtaci_dqn,1066,67,8,53,120
dtaci_dqn,1066,68,8,53,120
dtaci_dqn,1066,69,8,53,120
dtaci_dqn,1066,70,19,114,120
dtaci_dqn,1066,71,19,114,120
dtaci_dqn,1066,72,19,114,120
dtaci_dqn,1066,73,19,114,120
dtaci_dqn,1066,74,19,114,120
dtaci_dqn,1066,75,19,114,120
dtaci_dqn,1066,76,0,23,120
dtaci_dqn,1066,77,0,21,120
dtaci_dqn,1066,78,0,20,120
dtaci_dqn,1066,79,0,20,120
dtaci_dqn,1066,80,0,19,114
dtaci_dqn,1066,81,0,20,120
dtaci_dqn,1066,82,0,19,114
dtaci_dqn,1066,83,0,21,120
dtaci_dqn,1066,84,3,25,120
dtaci_dqn,1066,85,3,25,120
dtaci_dqn,1066,86,3,25,120
dtaci_dqn,1066,87,3,25,120
dtaci_dqn,1066,88,3,25,120
dtaci_dqn,1066,89,19,114,120
dtaci_dqn,1066,90,19,114,120
dtaci_dqn,1066,91,19,114,120
dtaci_dqn,1066,92,3,25,120
dtaci_dqn,1066,93,3,25,120
dtaci_dqn,1066,94,3,25,120
dtaci_dqn,1066,95,3,25,120
